SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,3131 Pierce St #305,San Francisco,CA,94123,1595000,2,2.0,San Francisco,1194,,,5,1336,1137,Active,,,http://www.redfin.com/CA/San-Francisco/3131-Pierce-St-94123/unit-305/home/176518515,San Francisco MLS,421598062,N,Y,37.7989774,-122.4394952
MLS Listing,,Single Family Residential,425 El Camino Del Mar,San Francisco,CA,94121,4495000,4,3.0,San Francisco,3100,4098,1951,5,1450,,Active,,,http://www.redfin.com/CA/San-Francisco/425-El-Camino-Del-Mar-94121/home/1228387,San Francisco MLS,421597992,N,Y,37.787286,-122.4878746
MLS Listing,,Multi-Family (2-4 Unit),524 - 526 Vermont St,San Francisco,CA,94107,1900000,3,2.0,San Francisco,2337,2374,1900,5,813,,Active,,,http://www.redfin.com/CA/San-Francisco/524-Vermont-St-94107/home/727893,San Francisco MLS,421592366,N,Y,37.7629697,-122.4046454
MLS Listing,,Condo/Co-op,2168 Grove St,San Francisco,CA,94117,1495000,2,1.5,San Francisco,1779,3000,1927,5,840,250,Active,,,http://www.redfin.com/CA/San-Francisco/2168-Grove-St-94117/home/1888456,San Francisco MLS,421597826,N,Y,37.7743608,-122.4523591
MLS Listing,,Multi-Family (2-4 Unit),2015 - 2019 17th St,San Francisco,CA,94103,3295000,7,4.0,San Francisco,4600,2495,1900,5,716,,Active,,,http://www.redfin.com/CA/San-Francisco/2015-17th-St-94103/unit-2019/home/1687257,San Francisco MLS,421597211,N,Y,37.764465,-122.4040351
MLS Listing,,Single Family Residential,1274 Sanchez St,San Francisco,CA,94114,1259000,2,1.0,San Francisco,1100,2008,1900,5,1145,,Active,October-2-2021 02:00 PM,October-2-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1274-Sanchez-St-94114/home/1981916,San Francisco MLS,421597232,N,Y,37.7487136,-122.4296705
MLS Listing,,Condo/Co-op,2017 17th St,San Francisco,CA,94103,1199000,3,2.0,San Francisco,1465,2495,1900,5,818,,Active,,,http://www.redfin.com/CA/San-Francisco/2017-17th-St-94103/home/12069895,San Francisco MLS,421597182,N,Y,37.7645291,-122.404072
MLS Listing,,Condo/Co-op,1235 Mcallister St #121,San Francisco,CA,94115,378157,1,1.0,San Francisco,659,41261,2000,5,574,400,Active,October-3-2021 12:00 PM,October-3-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/1235-McAllister-St-94115/unit-121/home/1562187,San Francisco MLS,421594132,N,Y,37.7782718,-122.432637
MLS Listing,,Condo/Co-op,77 Van Ness Ave #403,San Francisco,CA,94102,1295000,2,2.0,San Francisco,1155,13040,2009,5,1121,496,Active,,,http://www.redfin.com/CA/San-Francisco/77-Van-Ness-Ave-94102/unit-403/home/40138122,San Francisco MLS,421597148,N,Y,37.7760549,-122.4199372
MLS Listing,,Condo/Co-op,235 Berry St #517,San Francisco,CA,94158,1149000,2,2.0,San Francisco,1078,42959,2007,5,1066,685,Active,September-29-2021 12:00 PM,September-29-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/235-Berry-St-94158/unit-517/home/12354977,San Francisco MLS,421583634,N,Y,37.7747025,-122.3941174
MLS Listing,,Condo/Co-op,2459 Jackson St,San Francisco,CA,94115,2895000,3,2.5,San Francisco,2321,3474,1900,5,1247,513,Active,,,http://www.redfin.com/CA/San-Francisco/2459-Jackson-St-94115/home/1691090,San Francisco MLS,421596530,N,Y,37.792079,-122.435514
MLS Listing,,Condo/Co-op,900 Bush St #512,San Francisco,CA,94109,750000,1,1.0,San Francisco,876,,1982,5,856,1156,Active,September-30-2021 05:00 PM,September-30-2021 06:00 PM,http://www.redfin.com/CA/San-Francisco/900-Bush-St-94109/unit-512/home/1978745,San Francisco MLS,421591229,N,Y,37.7898591,-122.4125833
MLS Listing,,Condo/Co-op,8200 Oceanview Ter #115,San Francisco,CA,94132,699950,2,2.0,San Francisco,948,,2002,5,738,697,Active,October-2-2021 11:00 AM,October-2-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/8200-Oceanview-Ter-94132/unit-115/home/1918997,San Francisco MLS,421597698,N,Y,37.7099731,-122.4675313
MLS Listing,,Condo/Co-op,1046 Sanchez St,San Francisco,CA,94114,1495000,3,1.0,San Francisco,1443,2650,1900,5,1036,400,Active,,,http://www.redfin.com/CA/San-Francisco/1046-Sanchez-St-94114/home/1526557,BAREIS,421596053,N,Y,37.752464,-122.430056
MLS Listing,,Condo/Co-op,470 Collingwood St #2,San Francisco,CA,94114,995000,1,1.0,San Francisco,,6250,1965,5,,400,Active,October-2-2021 01:00 PM,October-2-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/470-Collingwood-St-94114/unit-2/home/176515742,San Francisco MLS,421594554,N,Y,37.7548626,-122.4358861
MLS Listing,,Condo/Co-op,72 Townsend St #803,San Francisco,CA,94107,1249000,1,1.5,San Francisco,885,,2016,5,1411,806,Active,October-2-2021 11:00 AM,October-2-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/72-Townsend-St-94107/unit-803/home/108558514,San Francisco MLS,421594840,N,Y,37.7814887,-122.3902958
MLS Listing,,Condo/Co-op,28 Virginia Ave,San Francisco,CA,94110,649000,1,1.0,San Francisco,445,572,1925,5,1458,150,Active,October-1-2021 05:00 PM,October-1-2021 06:00 PM,http://www.redfin.com/CA/San-Francisco/28-Virginia-Ave-94110/home/40629236,San Francisco MLS,421594908,N,Y,37.742809,-122.42101
MLS Listing,,Condo/Co-op,312 Fair Oaks St,San Francisco,CA,94110,1095000,2,1.0,San Francisco,1093,2476,1925,5,1002,150,Active,October-3-2021 02:00 PM,October-3-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/312-Fair-Oaks-St-94110/home/69371647,San Francisco MLS,421596819,N,Y,37.751567,-122.424202
MLS Listing,,Condo/Co-op,301 Mission St Unit 9C,San Francisco,CA,94105,1750000,2,2.5,San Francisco,1583,,2009,5,1105,1750,Active,,,http://www.redfin.com/CA/San-Francisco/301-Mission-St-94105/unit-9C/home/40138724,San Francisco MLS,421591859,N,Y,37.7903824,-122.3961531
MLS Listing,,Condo/Co-op,161 Gilbert St #4,San Francisco,CA,94103,1250000,2,2.0,San Francisco,1550,8820,1995,5,806,927,Active,September-29-2021 12:00 PM,September-29-2021 01:30 PM,http://www.redfin.com/CA/San-Francisco/161-Gilbert-St-94103/unit-4/home/12396094,San Francisco MLS,421595969,N,Y,37.7730051,-122.4018839
MLS Listing,,Condo/Co-op,414 Murray St,San Francisco,CA,94110,1180000,2,2.0,San Francisco,968,,1905,5,1219,300,Active,,,http://www.redfin.com/CA/San-Francisco/414-Murray-St-94110/home/173337872,San Francisco MLS,421594030,N,Y,37.7353345,-122.4201003
MLS Listing,,Condo/Co-op,1688 Pine St Unit E502,San Francisco,CA,94109,1398000,2,2.0,San Francisco,1022,35482,2016,5,1368,821,Active,September-29-2021 04:00 PM,September-29-2021 06:00 PM,http://www.redfin.com/CA/San-Francisco/1688-Pine-St-94109/unit-E502/home/111102354,San Francisco MLS,421595927,N,Y,37.7895497,-122.4233697
MLS Listing,,Condo/Co-op,338 Potrero Ave #405,San Francisco,CA,94103,795000,1,1.0,San Francisco,,11250,2016,5,,634,Active,,,http://www.redfin.com/CA/San-Francisco/338-Potrero-Ave-94103/unit-405/home/112777801,San Francisco MLS,421591105,N,Y,37.7651398,-122.4077664
MLS Listing,,Condo/Co-op,451 Kansas St #482,San Francisco,CA,94107,1150000,2,2.0,San Francisco,932,80311,2007,5,1234,633,Active,October-3-2021 01:30 PM,October-3-2021 03:30 PM,http://www.redfin.com/CA/San-Francisco/451-Kansas-St-94107/unit-482/home/23424613,San Francisco MLS,421596802,N,Y,37.7637484,-122.4027468
MLS Listing,,Single Family Residential,2335 43rd Ave,SAN FRANCISCO,CA,94116,1198000,2,1.0,SAN FRANCISCO,995,2996,1944,5,1204,,Active,,,http://www.redfin.com/CA/San-Francisco/2335-43rd-Ave-94116/home/1307694,MLSListings,ML81863849,N,Y,37.743079,-122.5017575
MLS Listing,,Condo/Co-op,1310 Greenwich St #302,San Francisco,CA,94109,1295000,2,1.0,San Francisco,956,2639,1924,5,1355,649,Active,September-30-2021 05:30 PM,September-30-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/1310-Greenwich-St-94109/unit-302/home/170557832,San Francisco MLS,421596713,N,Y,37.8009108,-122.4214232
MLS Listing,,Condo/Co-op,1099 23rd St #9,San Francisco,CA,94107,1099000,2,2.0,San Francisco,1342,10000,2000,5,819,774,Active,,,http://www.redfin.com/CA/San-Francisco/1099-23rd-St-94107/unit-9/home/12396793,San Francisco MLS,421597666,N,Y,37.755027,-122.39042
MLS Listing,,Condo/Co-op,181 Ofarrell St #302,San Francisco,CA,94102,1195000,2,1.5,San Francisco,1499,,2006,5,797,805,Active,,,http://www.redfin.com/CA/San-Francisco/181-O-Farrell-St-94102/unit-302/home/17306980,San Francisco MLS,421597825,N,Y,37.7862743,-122.4075642
MLS Listing,,Condo/Co-op,270 Henry St #101,San Francisco,CA,94114,1450000,2,2.0,San Francisco,1084,4428,1996,6,1338,495,Active,September-29-2021 04:00 PM,September-29-2021 06:00 PM,http://www.redfin.com/CA/San-Francisco/270-Henry-St-94114/unit-101/home/148060022,San Francisco MLS,421597394,N,Y,37.7666438,-122.4370234
MLS Listing,,Other,3054 San Bruno Ave,SAN FRANCISCO,CA,94134,1450000,5,3.0,SAN FRANCISCO,2300,2996,1906,6,630,,Active,,,http://www.redfin.com/CA/San-Francisco/3054-San-Bruno-Ave-94134/home/2011702,MLSListings,ML81864049,N,Y,37.7233503,-122.402102
MLS Listing,,Single Family Residential,618 27th Ave,SAN FRANCISCO,CA,94121,2088000,4,2.0,SAN FRANCISCO,2200,2500,1921,6,949,,Active,,,http://www.redfin.com/CA/San-Francisco/618-27th-Ave-94121/home/2016043,MLSListings,ML81864042,N,Y,37.7776538,-122.4864156
MLS Listing,,Condo/Co-op,345 8th St #304,San Francisco,CA,94103,1160000,2,2.0,San Francisco,887,,,6,1308,670,Active,,,http://www.redfin.com/CA/San-Francisco/345-8th-St-94103/unit-304/home/176512116,San Francisco MLS,421597798,N,Y,37.7745884,-122.4095559
MLS Listing,,Single Family Residential,537 Flood Ave,San Francisco,CA,94112,1299750,3,2.0,San Francisco,1630,2809,1912,6,797,,Active,October-2-2021 01:00 PM,October-2-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/537-Flood-Ave-94112/home/1230682,San Francisco MLS,421596820,N,Y,37.7297152,-122.4519653
MLS Listing,,Condo/Co-op,345 8th St #305,San Francisco,CA,94103,675000,1,1.0,San Francisco,537,,,6,1257,562,Active,,,http://www.redfin.com/CA/San-Francisco/345-8th-St-94103/unit-305/home/176512032,San Francisco MLS,421597821,N,Y,37.7745884,-122.4095559
MLS Listing,,Condo/Co-op,857 Filbert St,San Francisco,CA,94133,1895000,2,2.0,San Francisco,1439,2389,1907,6,1317,418,Active,September-29-2021 05:00 PM,September-29-2021 06:30 PM,http://www.redfin.com/CA/San-Francisco/857-Filbert-St-94133/home/40456889,San Francisco MLS,421597841,N,Y,37.8006228,-122.4134862
MLS Listing,,Single Family Residential,2219 44th Ave,SAN FRANCISCO,CA,94116,999000,2,1.0,SAN FRANCISCO,1228,3000,1939,6,814,,Active,,,http://www.redfin.com/CA/San-Francisco/2219-44th-Ave-94116/home/963860,MLSListings,ML81864030,N,Y,37.7451813,-122.5029753
MLS Listing,,Condo/Co-op,401 Harrison St Unit 8D,San Francisco,CA,94105,930000,1,1.0,San Francisco,607,56023,2014,6,1532,1235,Active,,,http://www.redfin.com/CA/San-Francisco/401-Harrison-St-94105/unit-8D/home/144064184,BAREIS,421597441,N,Y,37.7863747,-122.3919931
MLS Listing,,Condo/Co-op,1260 Clay St #206,San Francisco,CA,94108,675000,1,1.0,San Francisco,575,22394,1950,6,1174,675,Active,September-29-2021 05:30 PM,September-29-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/1260-Clay-St-94108/unit-206/home/546953,San Francisco MLS,421597053,N,Y,37.7936238,-122.4139419
MLS Listing,,Single Family Residential,163 Whittier St,San Francisco,CA,94112,950000,2,2.0,San Francisco,1536,4738,1954,6,618,,Active,October-2-2021 11:00 AM,October-2-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/163-Whittier-St-94112/home/1318868,San Francisco MLS,421597896,N,Y,37.7083717,-122.4470675
MLS Listing,,Condo/Co-op,3334 - A 16th St,San Francisco,CA,94114,1295000,2,2.0,San Francisco,,2277,1907,6,,411,Active,September-29-2021 05:00 PM,September-29-2021 06:30 PM,http://www.redfin.com/CA/San-Francisco/3334-16th-St-94114/home/169571117,San Francisco MLS,421597168,N,Y,37.7648259,-122.4271692
MLS Listing,,Condo/Co-op,301 Crescent Ct #3412,SAN FRANCISCO,CA,94134,628888,1,1.0,SAN FRANCISCO,842,,2007,6,747,507,Active,,,http://www.redfin.com/CA/San-Francisco/301-Crescent-Ct-94134/unit-3412/home/12277965,MLSListings,ML81864013,N,Y,37.711115,-122.388595
MLS Listing,,Single Family Residential,1915 Sacramento St,San Francisco,CA,94109,3650000,3,4.5,San Francisco,2340,3188,1900,6,1560,,Active,,,http://www.redfin.com/CA/San-Francisco/1915-Sacramento-St-94109/home/1779856,San Francisco MLS,421592330,N,Y,37.7907411,-122.4250694
MLS Listing,,Single Family Residential,583 Corbett Ave,San Francisco,CA,94114,3495000,5,5.0,San Francisco,4615,2078,2002,6,757,,Active,,,http://www.redfin.com/CA/San-Francisco/583-Corbett-Ave-94114/home/1009099,San Francisco MLS,421597267,N,Y,37.7572374,-122.4435251
MLS Listing,,Condo/Co-op,3615 Buchanan St #303,San Francisco,CA,94123,1299000,2,2.0,San Francisco,1169,9960,,6,1111,588,Active,October-3-2021 02:00 PM,October-3-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/3615-Buchanan-St-94123/unit-303/home/1322497,San Francisco MLS,421597840,N,Y,37.8033942,-122.4336113
MLS Listing,,Single Family Residential,2353 Funston Ave,San Francisco,CA,94116,1725000,4,2.5,San Francisco,2650,3706,1925,6,651,,Active,September-30-2021 06:00 PM,September-30-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/2353-Funston-Ave-94116/home/1733387,San Francisco MLS,421595850,N,Y,37.744171,-122.469551
MLS Listing,,Single Family Residential,44 Williar Ave,San Francisco,CA,94112,1395000,3,3.0,San Francisco,2354,2047,1917,6,593,,Active,September-30-2021 04:30 PM,September-30-2021 06:30 PM,http://www.redfin.com/CA/San-Francisco/44-Williar-Ave-94112/home/820090,San Francisco MLS,421597364,N,Y,37.7206238,-122.4521312
MLS Listing,,Single Family Residential,309 Sargent St,San Francisco,CA,94132,1799000,5,4.0,San Francisco,2678,2495,1964,6,672,,Active,September-30-2021 05:00 PM,September-30-2021 06:30 PM,http://www.redfin.com/CA/San-Francisco/309-Sargent-St-94132/home/1472713,San Francisco MLS,421593771,N,Y,37.7159479,-122.4659303
MLS Listing,,Condo/Co-op,8200 Oceanview Ter #204,San Francisco,CA,94132,625000,1,1.0,San Francisco,688,325629,2002,6,908,615,Active,,,http://www.redfin.com/CA/San-Francisco/8200-Oceanview-Ter-94132/unit-204/home/2022822,San Francisco MLS,421597590,N,Y,37.7099731,-122.4675313
MLS Listing,,Single Family Residential,272 Glenview Dr,San Francisco,CA,94131,1399000,3,2.0,San Francisco,,3240,1958,6,,,Active,October-2-2021 11:00 AM,October-2-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/272-Glenview-Dr-94131/home/679530,San Francisco MLS,421597701,N,Y,37.7481605,-122.4455074
MLS Listing,,Condo/Co-op,27 Judah St,San Francisco,CA,94122,1350000,3,2.0,San Francisco,,2478,,6,,270,Active,September-29-2021 05:00 PM,September-29-2021 06:30 PM,http://www.redfin.com/CA/San-Francisco/27-Judah-St-94122/home/17306718,San Francisco MLS,421597113,N,Y,37.7621614,-122.4623922
MLS Listing,,Single Family Residential,319 Flood Ave,San Francisco,CA,94112,1099000,2,1.0,Sunnyside,908,2809,1922,6,1210,,Active,,,http://www.redfin.com/CA/San-Francisco/319-Flood-Ave-94112/home/2011054,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40968313,N,Y,37.7297047,-122.4470766
MLS Listing,,Condo/Co-op,2440 Broadway St,San Francisco,CA,94115,4995000,3,3.5,San Francisco,2731,6115,1908,6,1829,,Active,,,http://www.redfin.com/CA/San-Francisco/2440-Broadway-94123/home/1988223,San Francisco MLS,421596996,N,Y,37.7942133,-122.4373681
MLS Listing,,Condo/Co-op,555 Golden Gate Ave Unit 9F,San Francisco,CA,94102,1248000,2,2.0,San Francisco,912,,2021,6,1368,633,Active,,,http://www.redfin.com/CA/San-Francisco/555-Golden-Gate-Ave-94102/unit-9F/home/176504147,San Francisco MLS,421597763,N,Y,37.7808655,-122.4196054
MLS Listing,,Condo/Co-op,900 Bush St #1002,San Francisco,CA,94109,710000,1,1.0,San Francisco,657,,1982,6,1081,1082,Active,September-30-2021 05:00 PM,September-30-2021 06:00 PM,http://www.redfin.com/CA/San-Francisco/900-Bush-St-94109/unit-1002/home/1348361,San Francisco MLS,421597689,N,Y,37.7898591,-122.4125833
MLS Listing,,Condo/Co-op,75 Waller St,San Francisco,CA,94102,1749000,3,2.0,San Francisco,2132,4689,1890,6,820,404,Active,October-2-2021 01:00 PM,October-2-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/75-Waller-St-94102/home/847714,San Francisco MLS,421597699,N,Y,37.7716255,-122.4248135
MLS Listing,,Condo/Co-op,451 Kansas St #610,San Francisco,CA,94107,899000,1,1.0,San Francisco,790,80311,2007,6,1138,593,Active,October-2-2021 02:00 PM,October-2-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/451-Kansas-St-94107/unit-610/home/23424556,San Francisco MLS,421596369,N,Y,37.7637484,-122.4027468
MLS Listing,,Townhouse,118 Dolphin Ct #42,San Francisco,CA,94124,799000,3,2.5,San Francisco,1360,575,1981,6,588,458,Active,,,http://www.redfin.com/CA/San-Francisco/118-Dolphin-Ct-94124/unit-42/home/1166806,San Francisco MLS,421597038,N,Y,37.7279933,-122.371257
MLS Listing,,Condo/Co-op,1310 Fillmore St #302,SAN FRANCISCO,CA,94115,1138000,2,2.0,SAN FRANCISCO,1275,,2007,6,893,606,Active,,,http://www.redfin.com/CA/San-Francisco/1310-Fillmore-St-94115/unit-302/home/17306912,MLSListings,ML81859870,N,Y,37.7816647,-122.4321387
MLS Listing,,Single Family Residential,2566 42nd Ave,San Francisco,CA,94116,1095000,3,2.0,San Francisco,1341,2996,1954,6,817,,Active,October-2-2021 02:00 PM,October-2-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/2566-42nd-Ave-94116/home/663327,San Francisco MLS,421591777,N,Y,37.7388765,-122.4998454
MLS Listing,,Condo/Co-op,1200 California St Unit 9D,San Francisco,CA,94109,1895000,2,2.0,San Francisco,1800,,,6,1053,2399,Active,,,http://www.redfin.com/CA/San-Francisco/1200-California-St-94109/unit-9D/home/12400723,San Francisco MLS,421592144,N,Y,37.7917486,-122.4144729
MLS Listing,,Single Family Residential,283 28th Ave,San Francisco,CA,94121,3695000,4,3.5,San Francisco,2795,2853,1916,6,1322,,Active,,,http://www.redfin.com/CA/San-Francisco/283-28th-Ave-94121/home/1717160,San Francisco MLS,421595544,N,Y,37.7840954,-122.4884495
MLS Listing,,Condo/Co-op,4 15th Ave,San Francisco,CA,94118,1995000,3,2.0,San Francisco,1905,4910,1940,6,1047,250,Active,,,http://www.redfin.com/CA/San-Francisco/4-15th-Ave-94118/home/873166,San Francisco MLS,421597549,N,Y,37.7869865,-122.4741227
MLS Listing,,Single Family Residential,775 37th Ave,San Francisco,CA,94121,1599000,3,1.5,San Francisco,1670,2996,1924,6,957,,Active,,,http://www.redfin.com/CA/San-Francisco/775-37th-Ave-94121/home/991606,San Francisco MLS,421588051,N,Y,37.7743349,-122.4974997
MLS Listing,,Condo/Co-op,2893 - A 24th St,San Francisco,CA,94110,895000,1,1.0,San Francisco,840,4025,1900,6,1065,453,Active,September-29-2021 05:00 PM,September-29-2021 06:00 PM,http://www.redfin.com/CA/San-Francisco/2893-24th-St-94110/home/26838631,San Francisco MLS,421597071,N,Y,37.7524329,-122.4098786
MLS Listing,,Multi-Family (2-4 Unit),2628 - 2630 Leavenworth St,San Francisco,CA,94133,2799000,5,3.0,San Francisco,3286,2138,1929,6,852,,Active,October-3-2021 02:00 PM,October-3-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/2628-Leavenworth-St-94133/home/1482500,San Francisco MLS,421594321,N,Y,37.8054658,-122.4183553
MLS Listing,,Condo/Co-op,2997 Harrison St,San Francisco,CA,94110,1395000,3,2.0,San Francisco,1496,2596,1912,6,932,250,Active,,,http://www.redfin.com/CA/San-Francisco/2997-Harrison-St-94110/home/167114366,San Francisco MLS,421592947,N,Y,37.7496145,-122.4113846
MLS Listing,,Single Family Residential,319 Detroit St,San Francisco,CA,94131,1559000,4,3.5,San Francisco,1845,1875,1927,6,845,,Active,October-2-2021 02:00 PM,October-2-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/319-Detroit-St-94131/home/1478565,San Francisco MLS,421595390,N,Y,37.7302389,-122.4445453
MLS Listing,,Condo/Co-op,1688 Pine St Unit W1204,San Francisco,CA,94109,899000,1,1.0,San Francisco,727,35482,2016,6,1237,743,Active,,,http://www.redfin.com/CA/San-Francisco/1688-Pine-St-94109/unit-W1204/home/110015925,San Francisco MLS,421597586,N,Y,37.7895497,-122.4233697
MLS Listing,,Condo/Co-op,5160 Diamond Heights Blvd Unit 305C,San Francisco,CA,94131,925000,2,2.0,San Francisco,1175,7219,1972,6,787,697,Active,,,http://www.redfin.com/CA/San-Francisco/5160-Diamond-Heights-Blvd-94131/unit-305C/home/1776606,San Francisco MLS,421574269,N,Y,37.7459263,-122.4404868
